"states","years","quarter","pincodes","transaction_count","transaction_amount"
"Andaman & Nicobar",2020,2,744301,"3","565"
"Andaman & Nicobar",2020,2,744104,"2","513"
"Andaman & Nicobar",2020,2,744101,"1","282"
"Andaman & Nicobar",2020,3,744112,"9","3432"
"Andaman & Nicobar",2020,3,744105,"7","3948"
"Andaman & Nicobar",2020,3,744101,"5","2194"
"Andaman & Nicobar",2020,3,744206,"4","1620"
"Andaman & Nicobar",2020,3,744107,"3","1095"
"Andaman & Nicobar",2020,3,744103,"3","947"
"Andaman & Nicobar",2020,3,744302,"3","562"
"Andaman & Nicobar",2020,3,744211,"2","101"
"Andaman & Nicobar",2020,3,744301,"2","886"
"Andaman & Nicobar",2020,3,744102,"2","314"
"Andaman & Nicobar",2020,4,744105,"25","25659"
"Andaman & Nicobar",2020,4,744101,"23","29686"
"Andaman & Nicobar",2020,4,744103,"18","24904"
"Andaman & Nicobar",2020,4,744102,"17","25073"
"Andaman & Nicobar",2020,4,744112,"8","10459"
"Andaman & Nicobar",2020,4,744106,"6","4840"
"Andaman & Nicobar",2020,4,744204,"6","11659"
"Andaman & Nicobar",2020,4,744104,"4","10271"
"Andaman & Nicobar",2020,4,744206,"3","100"
"Andaman & Nicobar",2020,4,744205,"3","5235"
"Andaman & Nicobar",2021,1,744105,"47","53060"
"Andaman & Nicobar",2021,1,744103,"35","39985"
"Andaman & Nicobar",2021,1,744101,"33","24571"
"Andaman & Nicobar",2021,1,744204,"25","29635"
"Andaman & Nicobar",2021,1,744202,"12","17588"
"Andaman & Nicobar",2021,1,744102,"12","14085"
"Andaman & Nicobar",2021,1,744104,"9","7310"
"Andaman & Nicobar",2021,1,744107,"8","9253"
"Andaman & Nicobar",2021,1,744205,"7","11223"
"Andaman & Nicobar",2021,1,744301,"7","6612"
"Andaman & Nicobar",2021,2,744103,"36","33716"
"Andaman & Nicobar",2021,2,744101,"17","19787"
"Andaman & Nicobar",2021,2,744105,"15","17163"
"Andaman & Nicobar",2021,2,744102,"13","10326"
"Andaman & Nicobar",2021,2,744204,"10","10557"
"Andaman & Nicobar",2021,2,744107,"8","11459"
"Andaman & Nicobar",2021,2,744202,"6","9766"
"Andaman & Nicobar",2021,2,744104,"6","8889"
"Andaman & Nicobar",2021,2,744205,"6","12669"
"Andaman & Nicobar",2021,2,744210,"4","9430"
"Andaman & Nicobar",2021,3,744105,"70","82425"
"Andaman & Nicobar",2021,3,744103,"44","53909"
"Andaman & Nicobar",2021,3,744101,"26","29601"
"Andaman & Nicobar",2021,3,744102,"14","20616"
"Andaman & Nicobar",2021,3,744204,"13","20075"
"Andaman & Nicobar",2021,3,744202,"11","18134"
"Andaman & Nicobar",2021,3,744112,"11","14406"
"Andaman & Nicobar",2021,3,744302,"8","7247"
"Andaman & Nicobar",2021,3,744107,"6","6406"
"Andaman & Nicobar",2021,3,744104,"6","2221"
"Andaman & Nicobar",2021,4,744105,"194","232344"
"Andaman & Nicobar",2021,4,744101,"159","211326"
"Andaman & Nicobar",2021,4,744103,"133","168668"
"Andaman & Nicobar",2021,4,744102,"66","68931"
"Andaman & Nicobar",2021,4,744301,"32","53658"
"Andaman & Nicobar",2021,4,744204,"31","102213"
"Andaman & Nicobar",2021,4,744104,"24","31069"
"Andaman & Nicobar",2021,4,744112,"22","38599"
"Andaman & Nicobar",2021,4,744202,"21","23016"
"Andaman & Nicobar",2021,4,744205,"13","30437"
"Andaman & Nicobar",2022,1,744103,"174","226181"
"Andaman & Nicobar",2022,1,744101,"149","204646"
"Andaman & Nicobar",2022,1,744105,"137","218321"
"Andaman & Nicobar",2022,1,744102,"102","147402"
"Andaman & Nicobar",2022,1,744112,"36","39197"
"Andaman & Nicobar",2022,1,744104,"33","35406"
"Andaman & Nicobar",2022,1,744107,"28","36877"
"Andaman & Nicobar",2022,1,744207,"19","50799"
"Andaman & Nicobar",2022,1,744301,"16","33406"
"Andaman & Nicobar",2022,1,744205,"15","29159"
"Andaman & Nicobar",2022,2,744103,"97","156861"
"Andaman & Nicobar",2022,2,744101,"87","121168"
"Andaman & Nicobar",2022,2,744105,"78","137418"
"Andaman & Nicobar",2022,2,744102,"62","58453"
"Andaman & Nicobar",2022,2,744104,"26","32107"
"Andaman & Nicobar",2022,2,744107,"22","52244"
"Andaman & Nicobar",2022,2,744211,"19","25543"
"Andaman & Nicobar",2022,2,744112,"18","24391"
"Andaman & Nicobar",2022,2,744301,"14","28331"
"Andaman & Nicobar",2022,2,744202,"13","20817"
"Andaman & Nicobar",2022,3,744103,"151","198569"
"Andaman & Nicobar",2022,3,744101,"119","151539"
"Andaman & Nicobar",2022,3,744105,"101","106324"
"Andaman & Nicobar",2022,3,744102,"76","102757"
"Andaman & Nicobar",2022,3,744104,"31","35790"
"Andaman & Nicobar",2022,3,744301,"27","67604"
"Andaman & Nicobar",2022,3,744202,"27","53016"
"Andaman & Nicobar",2022,3,744205,"17","34250"
"Andaman & Nicobar",2022,3,744107,"16","29251"
"Andaman & Nicobar",2022,3,744204,"11","17184"
"Andaman & Nicobar",2022,4,744103,"199","299036"
"Andaman & Nicobar",2022,4,744105,"166","253344"
"Andaman & Nicobar",2022,4,744101,"146","163498"
"Andaman & Nicobar",2022,4,744102,"80","98862"
"Andaman & Nicobar",2022,4,744202,"43","68397"
"Andaman & Nicobar",2022,4,744107,"38","73829"
"Andaman & Nicobar",2022,4,744104,"31","55827"
"Andaman & Nicobar",2022,4,744205,"27","56611"
"Andaman & Nicobar",2022,4,744211,"27","59500"
"Andaman & Nicobar",2022,4,744112,"25","42024"
"Andaman & Nicobar",2023,1,744103,"236","286594"
"Andaman & Nicobar",2023,1,744101,"206","233281"
"Andaman & Nicobar",2023,1,744105,"164","256300"
"Andaman & Nicobar",2023,1,744102,"117","134841"
"Andaman & Nicobar",2023,1,744107,"30","54849"
"Andaman & Nicobar",2023,1,744301,"30","58745"
"Andaman & Nicobar",2023,1,744112,"29","49945"
"Andaman & Nicobar",2023,1,744202,"29","64193"
"Andaman & Nicobar",2023,1,744205,"27","40580"
"Andaman & Nicobar",2023,1,744211,"24","29149"
"Andaman & Nicobar",2023,2,744103,"171","341853"
"Andaman & Nicobar",2023,2,744105,"166","255069"
"Andaman & Nicobar",2023,2,744101,"134","189989"
"Andaman & Nicobar",2023,2,744102,"82","101875"
"Andaman & Nicobar",2023,2,744104,"27","34345"
"Andaman & Nicobar",2023,2,744301,"25","41299"
"Andaman & Nicobar",2023,2,744207,"22","43459"
"Andaman & Nicobar",2023,2,744112,"21","20427"
"Andaman & Nicobar",2023,2,744107,"20","24693"
"Andaman & Nicobar",2023,2,744205,"17","31404"
"Andaman & Nicobar",2023,3,744103,"191","306744"
"Andaman & Nicobar",2023,3,744105,"147","212575"
"Andaman & Nicobar",2023,3,744101,"143","213581"
"Andaman & Nicobar",2023,3,744102,"100","120875"
"Andaman & Nicobar",2023,3,744202,"35","60750"
"Andaman & Nicobar",2023,3,744104,"30","50544"
"Andaman & Nicobar",2023,3,744112,"26","46075"
"Andaman & Nicobar",2023,3,744301,"18","34636"
"Andaman & Nicobar",2023,3,744205,"16","25131"
"Andaman & Nicobar",2023,3,744302,"16","24369"
"Andaman & Nicobar",2023,4,744103,"268","415144"
"Andaman & Nicobar",2023,4,744105,"214","372312"
"Andaman & Nicobar",2023,4,744101,"181","241849"
"Andaman & Nicobar",2023,4,744102,"121","161224"
"Andaman & Nicobar",2023,4,744104,"64","80581"
"Andaman & Nicobar",2023,4,744112,"50","50671"
"Andaman & Nicobar",2023,4,744107,"42","71047"
"Andaman & Nicobar",2023,4,744202,"36","60749"
"Andaman & Nicobar",2023,4,744301,"24","52732"
"Andaman & Nicobar",2023,4,744205,"23","38962"
"Andaman & Nicobar",2024,1,744103,"302","456306"
"Andaman & Nicobar",2024,1,744105,"249","331342"
"Andaman & Nicobar",2024,1,744101,"223","287339"
"Andaman & Nicobar",2024,1,744102,"141","182213"
"Andaman & Nicobar",2024,1,744202,"59","110482"
"Andaman & Nicobar",2024,1,744104,"59","84757"
"Andaman & Nicobar",2024,1,744112,"52","62867"
"Andaman & Nicobar",2024,1,744107,"52","73449"
"Andaman & Nicobar",2024,1,744207,"40","62007"
"Andaman & Nicobar",2024,1,744205,"28","38204"
"Andhra Pradesh",2020,2,515001,"540","86088"
"Andhra Pradesh",2020,2,515004,"437","71761"
"Andhra Pradesh",2020,2,516360,"339","55455"
"Andhra Pradesh",2020,2,516001,"322","50705"
"Andhra Pradesh",2020,2,533005,"301","46454"
"Andhra Pradesh",2020,2,517002,"279","43236"
"Andhra Pradesh",2020,2,530016,"262","41153"
"Andhra Pradesh",2020,2,517501,"259","43013"
"Andhra Pradesh",2020,2,533103,"258","43311"
"Andhra Pradesh",2020,2,515671,"250","43610"
"Andhra Pradesh",2020,3,535003,"968","195870"
"Andhra Pradesh",2020,3,524004,"795","165322"
"Andhra Pradesh",2020,3,517501,"777","172113"
"Andhra Pradesh",2020,3,517507,"776","201732"
"Andhra Pradesh",2020,3,516001,"746","161284"
"Andhra Pradesh",2020,3,524002,"663","143659"
"Andhra Pradesh",2020,3,530016,"661","156016"
"Andhra Pradesh",2020,3,524003,"608","128862"
"Andhra Pradesh",2020,3,520010,"542","116222"
"Andhra Pradesh",2020,3,516360,"532","135236"
"Andhra Pradesh",2020,4,515001,"292","120291"
"Andhra Pradesh",2020,4,516001,"260","110284"
"Andhra Pradesh",2020,4,517501,"234","139080"
"Andhra Pradesh",2020,4,530016,"233","101891"
"Andhra Pradesh",2020,4,517507,"228","123376"
"Andhra Pradesh",2020,4,530026,"215","132499"
"Andhra Pradesh",2020,4,524002,"211","99952"
"Andhra Pradesh",2020,4,522004,"201","102846"
"Andhra Pradesh",2020,4,522001,"196","110129"
"Andhra Pradesh",2020,4,522003,"181","79955"
"Andhra Pradesh",2021,1,530016,"287","144342"
"Andhra Pradesh",2021,1,516001,"258","130242"
"Andhra Pradesh",2021,1,530026,"250","114038"
"Andhra Pradesh",2021,1,517501,"249","105904"
"Andhra Pradesh",2021,1,520010,"224","135466"
"Andhra Pradesh",2021,1,517507,"215","169433"
"Andhra Pradesh",2021,1,522001,"210","85999"
"Andhra Pradesh",2021,1,520012,"178","127092"
"Andhra Pradesh",2021,1,524002,"178","100699"
"Andhra Pradesh",2021,1,520011,"177","70827"
"Andhra Pradesh",2021,2,523002,"1409","631953"
"Andhra Pradesh",2021,2,523001,"537","293906"
"Andhra Pradesh",2021,2,517501,"374","208258"
"Andhra Pradesh",2021,2,517507,"347","265432"
"Andhra Pradesh",2021,2,530016,"323","204624"
"Andhra Pradesh",2021,2,534002,"293","124158"
"Andhra Pradesh",2021,2,534006,"284","112884"
"Andhra Pradesh",2021,2,515001,"271","168382"
"Andhra Pradesh",2021,2,516001,"268","144765"
"Andhra Pradesh",2021,2,524002,"262","130466"
"Andhra Pradesh",2021,3,520010,"299","246736"
"Andhra Pradesh",2021,3,520011,"283","194552"
"Andhra Pradesh",2021,3,517507,"282","246665"
"Andhra Pradesh",2021,3,516001,"281","218927"
"Andhra Pradesh",2021,3,517501,"281","190890"
"Andhra Pradesh",2021,3,530026,"276","201084"
"Andhra Pradesh",2021,3,520001,"252","185104"
"Andhra Pradesh",2021,3,530016,"247","181981"
"Andhra Pradesh",2021,3,520007,"234","183730"
"Andhra Pradesh",2021,3,524004,"230","154696"
"Andhra Pradesh",2021,4,524004,"568","468698"
"Andhra Pradesh",2021,4,524002,"373","385590"
"Andhra Pradesh",2021,4,517501,"372","394057"
"Andhra Pradesh",2021,4,517507,"365","376592"
"Andhra Pradesh",2021,4,516001,"301","298417"
"Andhra Pradesh",2021,4,530016,"293","386711"
"Andhra Pradesh",2021,4,520010,"254","242094"
"Andhra Pradesh",2021,4,522001,"249","252587"
"Andhra Pradesh",2021,4,530026,"238","269565"
"Andhra Pradesh",2021,4,520011,"235","238426"
"Andhra Pradesh",2022,1,523001,"501","553651"
"Andhra Pradesh",2022,1,523002,"418","422786"
"Andhra Pradesh",2022,1,524004,"365","352581"
"Andhra Pradesh",2022,1,517507,"361","617403"
"Andhra Pradesh",2022,1,517501,"352","477461"
"Andhra Pradesh",2022,1,530016,"349","394098"
"Andhra Pradesh",2022,1,516001,"346","403725"
"Andhra Pradesh",2022,1,530026,"307","312518"
"Andhra Pradesh",2022,1,520010,"297","370767"
"Andhra Pradesh",2022,1,520007,"294","413180"
"Andhra Pradesh",2022,2,520010,"394","411471"
"Andhra Pradesh",2022,2,530016,"379","457895"
"Andhra Pradesh",2022,2,517507,"376","510705"
"Andhra Pradesh",2022,2,517501,"363","390709"
"Andhra Pradesh",2022,2,520011,"359","347013"
"Andhra Pradesh",2022,2,524002,"347","400810"
"Andhra Pradesh",2022,2,516001,"344","354936"
"Andhra Pradesh",2022,2,523001,"336","298809"
"Andhra Pradesh",2022,2,523002,"318","410402"
"Andhra Pradesh",2022,2,520007,"306","355690"
"Andhra Pradesh",2022,3,524002,"485","506293"
"Andhra Pradesh",2022,3,517507,"478","633331"
"Andhra Pradesh",2022,3,517501,"477","602653"
"Andhra Pradesh",2022,3,520010,"463","496114"
"Andhra Pradesh",2022,3,520011,"444","463855"
"Andhra Pradesh",2022,3,516001,"443","510288"
"Andhra Pradesh",2022,3,530026,"421","437652"
"Andhra Pradesh",2022,3,530016,"420","408060"
"Andhra Pradesh",2022,3,520001,"411","343460"
"Andhra Pradesh",2022,3,524004,"392","408836"
"Andhra Pradesh",2022,4,517507,"596","856272"
"Andhra Pradesh",2022,4,516001,"550","602897"
"Andhra Pradesh",2022,4,517501,"543","549451"
"Andhra Pradesh",2022,4,523002,"488","441856"
"Andhra Pradesh",2022,4,530016,"457","650737"
"Andhra Pradesh",2022,4,517326,"416","288926"
"Andhra Pradesh",2022,4,524002,"416","588408"
"Andhra Pradesh",2022,4,520011,"413","432671"
"Andhra Pradesh",2022,4,522001,"407","369435"
"Andhra Pradesh",2022,4,530026,"407","458462"
"Andhra Pradesh",2023,1,517507,"468","848915"
"Andhra Pradesh",2023,1,530016,"463","635433"
"Andhra Pradesh",2023,1,517501,"456","788976"
"Andhra Pradesh",2023,1,520011,"407","518326"
"Andhra Pradesh",2023,1,516001,"396","538812"
"Andhra Pradesh",2023,1,524002,"383","483768"
"Andhra Pradesh",2023,1,520010,"377","446022"
"Andhra Pradesh",2023,1,530026,"367","455958"
"Andhra Pradesh",2023,1,520012,"353","481246"
"Andhra Pradesh",2023,1,520007,"345","417747"
"Andhra Pradesh",2023,2,517507,"616","969092"
"Andhra Pradesh",2023,2,517501,"537","696700"
"Andhra Pradesh",2023,2,520010,"472","547680"
"Andhra Pradesh",2023,2,530016,"452","526796"
"Andhra Pradesh",2023,2,520007,"433","549179"
"Andhra Pradesh",2023,2,524002,"412","546644"
"Andhra Pradesh",2023,2,520011,"405","443320"
"Andhra Pradesh",2023,2,520001,"394","377868"
"Andhra Pradesh",2023,2,524004,"371","636260"
"Andhra Pradesh",2023,2,516001,"370","505187"
"Andhra Pradesh",2023,3,517507,"681","926705"
"Andhra Pradesh",2023,3,517501,"589","770236"
"Andhra Pradesh",2023,3,530016,"577","720125"
"Andhra Pradesh",2023,3,520010,"533","663947"
"Andhra Pradesh",2023,3,520007,"527","675611"
"Andhra Pradesh",2023,3,520011,"524","479426"
"Andhra Pradesh",2023,3,530026,"520","483441"
"Andhra Pradesh",2023,3,524002,"482","536352"
"Andhra Pradesh",2023,3,524004,"431","581425"
"Andhra Pradesh",2023,3,516001,"412","534212"
"Andhra Pradesh",2023,4,530016,"563","837356"
"Andhra Pradesh",2023,4,517507,"557","1066470"
"Andhra Pradesh",2023,4,530026,"495","565504"
"Andhra Pradesh",2023,4,517501,"453","752992"
"Andhra Pradesh",2023,4,524002,"434","553778"
"Andhra Pradesh",2023,4,520011,"412","463576"
"Andhra Pradesh",2023,4,520007,"407","516110"
"Andhra Pradesh",2023,4,520010,"389","513516"
"Andhra Pradesh",2023,4,530046,"378","607798"
"Andhra Pradesh",2023,4,520001,"369","418525"
"Andhra Pradesh",2024,1,530016,"548","763795"
"Andhra Pradesh",2024,1,517507,"531","915457"
"Andhra Pradesh",2024,1,517501,"494","749467"
"Andhra Pradesh",2024,1,520010,"480","529119"
"Andhra Pradesh",2024,1,530026,"466","524957"
"Andhra Pradesh",2024,1,517326,"439","244562"
"Andhra Pradesh",2024,1,520007,"432","691745"
"Andhra Pradesh",2024,1,524002,"428","666708"
"Andhra Pradesh",2024,1,530046,"386","614874"
"Andhra Pradesh",2024,1,520011,"372","445394"
"Arunachal Pradesh",2020,2,791113,"21","3445"
"Arunachal Pradesh",2020,2,791110,"6","1304"
"Arunachal Pradesh",2020,2,791001,"5","1124"
"Arunachal Pradesh",2020,2,792056,"5","1064"
"Arunachal Pradesh",2020,2,792130,"4","744"
"Arunachal Pradesh",2020,2,791109,"3","811"
"Arunachal Pradesh",2020,2,792120,"3","739"
"Arunachal Pradesh",2020,2,790104,"3","827"
"Arunachal Pradesh",2020,2,791111,"3","744"
"Arunachal Pradesh",2020,2,792103,"2","939"
"Arunachal Pradesh",2020,3,791110,"21","4213"
"Arunachal Pradesh",2020,3,791102,"19","9111"
"Arunachal Pradesh",2020,3,791111,"17","5506"
"Arunachal Pradesh",2020,3,791112,"10","2281"
"Arunachal Pradesh",2020,3,791001,"6","2236"
"Arunachal Pradesh",2020,3,791123,"6","1540"
"Arunachal Pradesh",2020,3,791113,"6","2236"
"Arunachal Pradesh",2020,3,790116,"6","1512"
"Arunachal Pradesh",2020,3,792001,"5","796"
"Arunachal Pradesh",2020,3,792110,"4","843"
"Arunachal Pradesh",2020,4,791113,"18","5383"
"Arunachal Pradesh",2020,4,791110,"13","7819"
"Arunachal Pradesh",2020,4,791111,"10","4999"
"Arunachal Pradesh",2020,4,792110,"9","1981"
"Arunachal Pradesh",2020,4,791102,"8","5359"
"Arunachal Pradesh",2020,4,790003,"6","10016"
"Arunachal Pradesh",2020,4,790001,"5","4355"
"Arunachal Pradesh",2020,4,790105,"4","5434"
"Arunachal Pradesh",2020,4,790104,"4","2973"
"Arunachal Pradesh",2020,4,791109,"4","888"
"Arunachal Pradesh",2021,1,791110,"21","32836"
"Arunachal Pradesh",2021,1,791111,"18","6658"
"Arunachal Pradesh",2021,1,791102,"17","8055"
"Arunachal Pradesh",2021,1,791113,"16","9549"
"Arunachal Pradesh",2021,1,792103,"11","1983"
"Arunachal Pradesh",2021,1,792001,"9","2577"
"Arunachal Pradesh",2021,1,790104,"9","8819"
"Arunachal Pradesh",2021,1,790116,"7","3646"
"Arunachal Pradesh",2021,1,791122,"7","4237"
"Arunachal Pradesh",2021,1,791001,"7","3690"
"Arunachal Pradesh",2021,2,791110,"26","14352"
"Arunachal Pradesh",2021,2,791001,"20","15346"
"Arunachal Pradesh",2021,2,791111,"15","39804"
"Arunachal Pradesh",2021,2,792103,"14","9960"
"Arunachal Pradesh",2021,2,792110,"14","8091"
"Arunachal Pradesh",2021,2,792001,"12","19837"
"Arunachal Pradesh",2021,2,791113,"10","4357"
"Arunachal Pradesh",2021,2,791120,"10","4236"
"Arunachal Pradesh",2021,2,791109,"9","9677"
"Arunachal Pradesh",2021,2,791112,"8","20976"
"Arunachal Pradesh",2021,3,791001,"21","57300"
"Arunachal Pradesh",2021,3,791102,"20","30911"
"Arunachal Pradesh",2021,3,791111,"20","62172"
"Arunachal Pradesh",2021,3,791110,"16","18773"
"Arunachal Pradesh",2021,3,792103,"15","35018"
"Arunachal Pradesh",2021,3,790116,"13","12529"
"Arunachal Pradesh",2021,3,792110,"13","11845"
"Arunachal Pradesh",2021,3,792129,"10","25474"
"Arunachal Pradesh",2021,3,792001,"7","12333"
"Arunachal Pradesh",2021,3,791120,"6","11875"
"Arunachal Pradesh",2021,4,791110,"44","84245"
"Arunachal Pradesh",2021,4,791111,"31","62422"
"Arunachal Pradesh",2021,4,791113,"23","42208"
"Arunachal Pradesh",2021,4,791001,"17","27105"
"Arunachal Pradesh",2021,4,792103,"16","24037"
"Arunachal Pradesh",2021,4,790001,"14","19900"
"Arunachal Pradesh",2021,4,791109,"14","15990"
"Arunachal Pradesh",2021,4,790104,"13","18120"
"Arunachal Pradesh",2021,4,792130,"12","30185"
"Arunachal Pradesh",2021,4,792110,"11","12440"
"Arunachal Pradesh",2022,1,791111,"51","124161"
"Arunachal Pradesh",2022,1,791110,"34","58358"
"Arunachal Pradesh",2022,1,791113,"29","95648"
"Arunachal Pradesh",2022,1,791102,"21","46778"
"Arunachal Pradesh",2022,1,790116,"21","42054"
"Arunachal Pradesh",2022,1,792129,"14","55170"
"Arunachal Pradesh",2022,1,792001,"13","22997"
"Arunachal Pradesh",2022,1,791109,"12","12811"
"Arunachal Pradesh",2022,1,792056,"10","13617"
"Arunachal Pradesh",2022,1,792110,"10","17012"
"Arunachal Pradesh",2022,2,791110,"97","272742"
"Arunachal Pradesh",2022,2,791111,"95","210496"
"Arunachal Pradesh",2022,2,791113,"59","126741"
"Arunachal Pradesh",2022,2,791109,"30","77784"
"Arunachal Pradesh",2022,2,791102,"25","94817"
"Arunachal Pradesh",2022,2,791001,"24","54485"
"Arunachal Pradesh",2022,2,790104,"22","55603"
"Arunachal Pradesh",2022,2,792001,"17","45749"
"Arunachal Pradesh",2022,2,791123,"15","22207"
"Arunachal Pradesh",2022,2,791112,"14","42189"
"Arunachal Pradesh",2022,3,791111,"98","283474"
"Arunachal Pradesh",2022,3,791110,"67","151232"
"Arunachal Pradesh",2022,3,791102,"32","53678"
"Arunachal Pradesh",2022,3,791109,"29","36024"
"Arunachal Pradesh",2022,3,791113,"25","56908"
"Arunachal Pradesh",2022,3,790104,"19","97783"
"Arunachal Pradesh",2022,3,791001,"18","88301"
"Arunachal Pradesh",2022,3,791123,"17","38512"
"Arunachal Pradesh",2022,3,792110,"17","26960"
"Arunachal Pradesh",2022,3,790102,"15","25996"
"Arunachal Pradesh",2022,4,791111,"86","169298"
"Arunachal Pradesh",2022,4,791110,"80","153335"
"Arunachal Pradesh",2022,4,791102,"29","52395"
"Arunachal Pradesh",2022,4,791001,"28","60464"
"Arunachal Pradesh",2022,4,791113,"27","98039"
"Arunachal Pradesh",2022,4,792001,"25","50628"
"Arunachal Pradesh",2022,4,792103,"24","54947"
"Arunachal Pradesh",2022,4,792110,"23","56348"
"Arunachal Pradesh",2022,4,790104,"23","65530"
"Arunachal Pradesh",2022,4,791112,"22","42213"
"Arunachal Pradesh",2023,1,791110,"74","172651"
"Arunachal Pradesh",2023,1,791111,"56","229802"
"Arunachal Pradesh",2023,1,791113,"42","107932"
"Arunachal Pradesh",2023,1,791102,"39","77754"
"Arunachal Pradesh",2023,1,790104,"36","151958"
"Arunachal Pradesh",2023,1,791001,"31","92735"
"Arunachal Pradesh",2023,1,790116,"19","46603"
"Arunachal Pradesh",2023,1,791109,"17","26106"
"Arunachal Pradesh",2023,1,792110,"17","32562"
"Arunachal Pradesh",2023,1,792121,"17","56453"
"Arunachal Pradesh",2023,2,791110,"94","280971"
"Arunachal Pradesh",2023,2,791111,"61","210621"
"Arunachal Pradesh",2023,2,791113,"48","172799"
"Arunachal Pradesh",2023,2,791102,"43","133976"
"Arunachal Pradesh",2023,2,792103,"30","79156"
"Arunachal Pradesh",2023,2,791001,"30","89674"
"Arunachal Pradesh",2023,2,791123,"29","41320"
"Arunachal Pradesh",2023,2,792110,"29","51944"
"Arunachal Pradesh",2023,2,790104,"26","101946"
"Arunachal Pradesh",2023,2,792001,"25","53846"
"Arunachal Pradesh",2023,3,791110,"91","197412"
"Arunachal Pradesh",2023,3,791111,"76","203612"
"Arunachal Pradesh",2023,3,791102,"48","106325"
"Arunachal Pradesh",2023,3,791113,"45","145263"
"Arunachal Pradesh",2023,3,792110,"39","140365"
"Arunachal Pradesh",2023,3,792103,"33","50413"
"Arunachal Pradesh",2023,3,791123,"30","62165"
"Arunachal Pradesh",2023,3,790104,"28","89165"
"Arunachal Pradesh",2023,3,792129,"26","82497"
"Arunachal Pradesh",2023,3,791109,"26","45255"
"Arunachal Pradesh",2023,4,791110,"106","279822"
"Arunachal Pradesh",2023,4,791111,"87","241478"
"Arunachal Pradesh",2023,4,791113,"60","164868"
"Arunachal Pradesh",2023,4,791001,"50","124355"
"Arunachal Pradesh",2023,4,792103,"40","108659"
"Arunachal Pradesh",2023,4,790104,"36","146680"
"Arunachal Pradesh",2023,4,792110,"35","81825"
"Arunachal Pradesh",2023,4,791102,"29","81558"
"Arunachal Pradesh",2023,4,792001,"26","60980"
"Arunachal Pradesh",2023,4,791123,"24","71486"
"Arunachal Pradesh",2024,1,791110,"126","258768"
"Arunachal Pradesh",2024,1,791111,"105","296463"
"Arunachal Pradesh",2024,1,791113,"83","149366"
"Arunachal Pradesh",2024,1,791102,"76","171426"
"Arunachal Pradesh",2024,1,791001,"52","128932"
"Arunachal Pradesh",2024,1,792110,"48","123833"
"Arunachal Pradesh",2024,1,792001,"43","92713"
"Arunachal Pradesh",2024,1,791109,"42","66049"
"Arunachal Pradesh",2024,1,792103,"40","80498"
"Arunachal Pradesh",2024,1,790104,"40","81575"
"Assam",2020,2,781022,"36","6530"
"Assam",2020,2,781038,"36","6424"
"Assam",2020,2,781032,"30","5864"
"Assam",2020,2,781006,"23","3630"
"Assam",2020,2,781018,"20","3512"
"Assam",2020,2,781001,"20","3646"
"Assam",2020,2,781005,"19","3763"
"Assam",2020,2,783380,"17","3851"
"Assam",2020,2,781019,"17","2587"
"Assam",2020,2,786171,"16","2911"
"Assam",2020,3,781032,"84","19733"
"Assam",2020,3,781022,"44","13672"
"Assam",2020,3,781001,"42","11968"
"Assam",2020,3,781005,"41","10227"
"Assam",2020,3,781038,"41","11250"
"Assam",2020,3,783380,"40","11182"
"Assam",2020,3,781007,"38","13564"
"Assam",2020,3,781028,"34","7155"
"Assam",2020,3,781020,"33","8122"
"Assam",2020,3,781018,"29","8620"
"Assam",2020,4,781032,"57","43429"
"Assam",2020,4,781022,"55","38700"
"Assam",2020,4,781011,"32","14866"
"Assam",2020,4,781007,"30","37778"
"Assam",2020,4,781028,"27","33443"
"Assam",2020,4,783380,"27","16998"
"Assam",2020,4,781019,"27","33793"
"Assam",2020,4,781038,"26","17089"
"Assam",2020,4,782002,"26","9959"
"Assam",2020,4,781012,"25","16120"
"Assam",2021,1,781022,"81","81773"
"Assam",2021,1,781032,"75","35239"
"Assam",2021,1,781005,"51","17477"
"Assam",2021,1,781007,"46","19477"
"Assam",2021,1,781001,"45","32800"
"Assam",2021,1,781028,"44","26978"
"Assam",2021,1,781038,"43","31376"
"Assam",2021,1,781011,"43","26167"
"Assam",2021,1,781012,"38","20493"
"Assam",2021,1,781019,"38","22436"
"Assam",2021,2,781032,"79","47103"
"Assam",2021,2,781022,"69","82110"
"Assam",2021,2,781038,"56","43392"
"Assam",2021,2,781019,"48","34608"
"Assam",2021,2,781011,"42","43869"
"Assam",2021,2,781012,"36","34326"
"Assam",2021,2,781020,"35","22080"
"Assam",2021,2,783380,"35","24002"
"Assam",2021,2,781005,"33","30286"
"Assam",2021,2,781021,"32","29627"
"Assam",2021,3,781032,"121","117986"
"Assam",2021,3,781022,"77","105026"
"Assam",2021,3,781038,"67","60578"
"Assam",2021,3,781001,"61","46338"
"Assam",2021,3,781011,"60","40685"
"Assam",2021,3,781028,"59","55210"
"Assam",2021,3,781025,"59","60274"
"Assam",2021,3,783380,"56","54776"
"Assam",2021,3,781005,"55","42333"
"Assam",2021,3,786003,"46","54906"
"Assam",2021,4,781032,"166","209584"
"Assam",2021,4,781022,"162","206024"
"Assam",2021,4,781001,"131","145595"
"Assam",2021,4,781038,"131","151289"
"Assam",2021,4,782462,"125","269242"
"Assam",2021,4,781028,"97","117670"
"Assam",2021,4,783380,"95","161876"
"Assam",2021,4,781011,"90","111638"
